,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
1704,22,3,10,0,9,1,4,0,0,0,35,38,0
25908,46,4,9,3,4,1,4,1,3325,0,45,38,0
30433,36,3,9,4,2,3,2,1,0,0,30,38,0
7763,23,3,13,4,9,1,4,1,0,0,40,38,0
16307,28,3,13,4,3,1,4,0,6849,0,60,38,0
11393,25,3,14,4,9,1,4,0,4650,0,37,38,0
24955,53,3,2,2,13,0,4,1,0,0,50,38,0
18907,31,4,13,2,3,0,4,1,0,0,50,38,1
3437,63,5,9,2,2,0,4,1,0,0,32,38,0
7247,38,3,10,2,10,0,2,1,0,0,40,38,1
20075,21,3,9,4,7,3,2,1,0,0,10,38,0
20480,51,3,11,2,2,0,4,1,5013,0,40,38,0
1274,20,3,10,4,7,4,4,0,0,0,40,38,0
26735,38,3,13,2,12,0,4,1,0,1977,40,38,1
12422,19,3,8,3,7,3,3,0,0,0,20,38,0
27468,28,3,7,2,4,0,4,1,0,0,40,38,0
17882,49,5,9,0,7,1,4,0,0,0,40,38,0
23115,48,3,14,2,3,0,2,1,0,0,45,38,0
6210,43,3,10,2,12,0,2,1,0,0,40,22,1
12184,25,3,8,2,2,0,4,1,0,0,40,38,1
24515,60,3,9,2,2,0,4,1,0,0,40,38,0
7075,24,3,9,4,6,3,4,1,0,0,40,38,0
9347,51,6,11,0,9,4,4,0,0,0,40,38,0
19402,30,3,10,4,0,4,4,0,0,0,30,38,0
26376,33,1,9,2,7,0,2,1,2105,0,40,38,0
2273,41,3,10,2,11,0,4,1,0,0,40,38,0
6027,38,3,13,3,9,1,4,0,0,0,40,38,0
3699,58,3,9,0,6,1,4,1,3325,0,30,38,0
17511,47,3,9,2,11,0,4,1,0,0,40,38,1
26119,28,6,14,2,3,5,4,0,0,0,40,38,0
27004,49,3,9,2,4,0,4,1,0,0,25,38,0
1329,29,3,7,4,7,4,2,0,0,0,40,38,0
24210,29,3,12,4,11,1,4,1,0,0,45,25,0
16582,70,5,13,2,9,0,4,1,20051,0,35,38,1
29915,29,3,7,2,5,5,1,0,2829,0,14,29,0
5125,55,6,11,6,3,1,0,0,0,0,38,38,0
1571,44,3,12,2,2,0,4,1,0,1848,40,38,1
16658,27,1,10,4,13,3,4,1,0,0,40,38,0
20007,25,4,10,4,11,3,4,0,0,0,35,38,0
3165,27,3,6,2,3,5,4,0,0,0,40,25,0
12660,28,4,9,4,3,3,4,1,0,0,40,38,0
32403,41,3,9,0,7,4,4,0,0,0,32,38,0
16178,34,3,13,4,9,1,4,0,0,0,36,38,0
2074,36,1,10,2,10,0,4,1,0,0,40,38,1
27193,37,3,9,2,3,0,4,1,0,0,40,38,1
7050,24,3,13,4,3,3,4,1,0,0,48,38,0
24636,42,3,10,2,12,0,4,1,0,0,40,38,1
27752,27,3,12,2,0,0,4,1,0,0,40,38,1
18190,67,1,9,0,10,1,2,1,0,0,20,38,0
29987,36,3,10,0,0,4,4,0,0,0,40,38,0
15548,22,3,10,4,11,3,4,1,0,0,40,38,0
31426,28,3,13,2,11,0,4,1,7298,0,42,38,1
16638,44,6,9,0,0,1,4,0,0,0,40,38,0
28349,39,3,9,2,0,5,4,0,0,0,25,38,0
8449,59,4,9,0,3,1,4,1,0,0,60,38,0
17435,25,3,13,4,9,3,4,0,0,0,21,38,0
2202,55,3,13,6,0,4,4,0,0,0,40,38,0
13787,46,3,10,4,2,3,4,1,0,0,40,38,0
23457,31,3,10,4,0,1,4,1,0,0,40,38,0
8265,39,3,13,2,11,0,4,1,0,0,50,38,1
9459,26,3,10,4,0,1,4,1,0,0,30,38,0
9390,38,3,9,2,2,0,4,1,0,0,40,38,1
27018,35,3,12,1,0,5,4,0,0,0,40,38,0
4660,34,3,10,4,7,1,4,1,0,0,50,38,0
6300,33,3,10,2,6,0,4,1,0,0,39,38,0
695,25,3,12,4,9,2,4,1,0,0,45,38,0
24977,32,3,9,2,2,0,4,1,0,0,40,38,0
28985,38,3,13,2,3,0,4,1,0,0,40,38,1
484,52,3,8,4,9,2,2,1,594,0,40,38,0
14624,57,3,10,2,2,0,4,1,0,0,40,38,1
14891,17,3,7,4,13,3,4,1,0,0,20,38,0
3733,64,6,14,2,9,5,4,0,0,0,5,38,1
21517,25,3,7,4,9,3,4,1,0,0,40,38,0
16737,17,3,6,4,9,3,3,0,0,0,20,38,0
30449,35,4,10,2,11,0,4,1,0,0,50,38,1
28993,52,3,9,6,0,1,4,0,0,0,40,38,0
23708,25,3,10,4,12,3,4,1,0,0,15,25,0
30476,39,5,6,3,7,1,4,0,0,1721,15,38,0
2450,46,3,13,0,11,1,4,0,0,0,40,38,0
6793,22,3,9,4,11,4,4,0,0,0,40,28,0
1504,60,3,14,2,9,0,4,1,0,0,40,38,0
25928,28,3,10,4,5,1,4,1,0,0,40,38,0
20356,41,3,9,0,0,1,3,0,0,625,40,38,0
30111,25,3,10,4,0,3,4,0,0,0,40,38,0
4834,81,3,10,0,0,1,4,0,0,0,20,38,0
14978,47,1,10,3,2,2,4,1,0,0,45,38,0
27257,39,6,7,2,2,0,4,1,0,0,40,38,0
28906,31,3,10,2,11,0,4,1,15024,0,45,38,1
19454,55,3,9,2,11,0,4,1,0,0,40,38,0
20451,33,6,6,2,7,0,4,1,0,0,40,38,0
4129,20,3,10,4,7,1,4,0,0,0,20,38,0
11527,27,4,13,2,3,0,4,1,0,1887,45,38,1
2306,42,3,10,2,2,0,4,1,0,0,40,38,0
19034,30,3,10,4,2,4,2,1,0,0,40,38,0
766,31,6,10,3,7,2,4,1,0,0,40,38,0
803,31,3,9,0,0,4,4,0,0,0,38,38,0
13764,30,4,9,2,3,0,4,1,0,0,50,38,1
16599,45,5,4,2,2,0,4,1,0,0,10,38,0
7224,27,3,10,4,0,3,4,1,0,0,20,38,0
22755,41,3,13,0,3,4,4,0,0,0,45,38,0
29797,24,3,9,0,7,4,4,0,0,0,40,38,0
19075,52,5,13,2,0,5,4,0,99999,0,30,38,1
13398,24,3,10,4,3,3,4,1,0,0,25,38,0
20367,42,5,15,0,9,4,4,0,7430,0,44,38,1
32048,37,3,13,4,11,1,4,1,0,0,45,38,0
16290,19,3,9,4,0,3,4,1,0,0,12,38,0
29567,28,3,10,4,12,3,4,0,0,0,24,38,0
18997,42,3,9,2,11,0,4,1,5178,0,50,38,1
3689,70,3,9,2,3,0,4,1,0,0,30,38,0
17838,37,4,14,2,3,0,4,1,0,0,70,38,1
1061,61,3,9,2,6,0,4,1,3471,0,40,38,0
14131,26,3,9,2,6,0,4,1,0,0,40,38,0
41,53,5,13,2,9,0,4,1,0,0,40,38,0
24869,50,1,12,0,9,1,4,0,0,0,40,38,0
15299,54,3,9,0,0,4,4,0,0,0,42,38,0
10868,48,3,9,2,2,0,4,1,0,0,40,38,0
24644,62,3,13,2,3,0,4,1,0,0,40,38,1
21211,22,3,10,4,7,1,4,0,0,0,30,38,0
3213,74,0,9,6,7,1,4,1,0,0,17,38,0
22213,35,3,15,4,9,1,1,1,4787,0,45,23,1
6595,19,3,9,4,5,2,4,1,2597,0,40,38,0
21605,55,3,9,0,0,4,4,0,0,0,40,38,0
25706,40,3,9,2,2,0,4,1,0,0,40,38,0
8229,57,3,9,2,9,0,4,1,0,0,15,38,0
26301,53,3,9,0,7,1,4,0,0,0,40,38,0
20169,22,3,9,4,13,1,4,1,0,0,35,38,0
2923,42,5,11,2,3,0,4,1,0,0,60,38,0
20898,44,3,10,2,2,0,4,1,4386,0,55,38,0
23808,41,3,9,4,0,1,4,0,0,0,40,38,0
7304,35,1,13,2,9,0,4,1,0,0,40,38,0
13363,27,3,13,4,9,1,4,0,0,0,60,38,0
28327,46,3,9,0,0,1,4,0,0,0,44,38,0
2053,24,3,10,4,11,4,4,1,0,0,50,25,0
4936,18,3,8,4,0,3,4,1,0,0,40,38,0
9760,43,3,9,0,6,4,4,0,0,0,50,38,0
10389,39,3,9,2,2,0,4,1,0,0,40,38,0
12235,26,3,9,2,6,0,4,1,0,0,45,38,0
19589,54,3,10,2,9,5,4,0,0,0,40,38,0
2545,35,3,9,0,11,1,4,0,0,0,50,38,0
12250,60,3,3,2,2,0,4,1,0,0,45,21,0
27832,22,3,13,4,0,3,4,0,0,0,40,38,0
101,44,3,13,2,3,0,4,1,15024,0,60,38,1
18436,43,3,13,2,9,0,4,1,0,0,55,21,1
23716,61,3,4,2,4,0,4,1,0,0,54,38,0
6384,37,3,8,4,7,3,4,0,0,0,40,38,0
30653,49,3,9,2,11,0,4,1,0,0,40,38,0
10324,48,5,15,0,9,4,4,1,14084,0,63,38,1
28729,48,3,14,2,3,0,4,1,0,0,50,38,1
2825,38,3,9,2,3,5,4,0,0,0,55,38,0
27349,32,3,6,4,2,4,4,1,0,0,40,38,0
7686,30,5,13,2,11,0,4,1,0,0,70,38,0
32503,22,3,10,4,0,3,4,1,0,0,40,38,0
1943,46,3,9,2,0,5,4,0,7688,0,40,38,1
30085,56,3,13,2,0,0,4,1,0,0,40,38,1
5955,31,3,11,2,2,0,4,1,0,1740,40,38,0
32493,36,3,4,2,2,0,4,1,0,0,40,38,0
13741,23,3,10,4,13,1,4,1,0,0,60,38,0
11644,42,0,13,0,0,3,4,1,0,0,40,38,0
31716,30,3,10,4,5,1,4,1,0,0,55,38,0
16516,28,1,10,4,0,4,2,0,0,0,40,38,0
24011,49,1,9,2,2,0,4,1,0,0,40,38,1
13377,31,3,10,4,0,1,4,0,0,0,40,38,0
16815,31,3,9,4,3,3,4,0,0,0,40,38,0
17402,36,3,13,2,9,5,4,0,0,0,4,38,1
12129,35,5,9,2,2,0,4,1,0,0,60,38,1
11300,31,3,4,0,5,2,4,1,0,0,70,38,0
6084,33,3,9,2,13,0,4,1,0,0,43,38,0
6952,47,1,14,2,9,0,4,1,0,0,35,38,1
10010,70,3,5,6,9,4,4,0,0,0,25,38,0
2447,29,3,9,0,7,1,4,0,0,0,25,38,0
12624,27,3,9,4,11,1,4,0,0,0,40,38,0
17944,21,6,10,4,9,3,4,0,0,0,20,38,0
26467,37,3,13,4,12,1,4,0,0,0,40,38,0
4420,52,3,7,5,6,4,2,1,0,0,40,38,0
2733,49,4,10,0,3,4,4,0,0,0,32,38,0
25841,42,5,10,4,2,4,4,1,0,0,40,38,0
10297,23,3,9,4,13,3,4,1,0,0,40,38,0
20795,35,3,13,2,11,0,4,1,0,0,50,38,1
17372,24,3,10,2,11,0,0,1,0,0,40,38,0
21356,28,3,13,4,11,1,4,1,0,0,40,38,0
8008,41,6,9,2,0,0,4,1,3464,0,40,38,0
3519,55,3,9,0,7,4,4,0,0,0,40,38,0
829,24,4,13,4,11,3,4,1,0,0,40,38,0
7808,27,5,12,4,9,1,4,0,0,0,78,38,0
25140,44,3,13,2,9,0,4,1,0,0,60,38,0
30176,32,3,15,4,9,1,4,1,0,0,40,38,0
4653,30,3,9,2,2,0,4,1,5013,0,40,38,0
185,34,3,9,2,0,0,2,1,0,0,40,38,0
14600,61,3,7,2,13,0,4,1,0,0,40,38,0
4490,29,3,13,4,11,1,4,1,0,0,50,38,0
10276,28,3,10,5,7,1,4,0,0,0,60,38,0
31244,45,4,15,2,9,0,4,1,15024,0,43,38,1
18274,37,3,6,0,2,1,4,1,0,0,40,38,0
27502,51,3,9,2,2,0,4,1,0,0,20,38,0
14508,51,5,13,2,3,5,4,0,0,0,40,38,1
22907,60,6,12,2,9,0,4,1,0,0,20,25,0
6292,30,3,10,4,7,4,4,0,0,0,36,38,0
20043,35,3,14,4,9,1,4,1,0,0,45,38,1
23424,45,6,14,2,9,0,4,1,0,0,45,38,1
4574,36,4,9,4,4,1,4,1,0,0,50,38,0
24447,31,3,7,4,0,4,4,0,0,0,48,38,0
27195,56,0,13,2,3,0,4,1,7688,0,40,38,1
14403,21,3,11,4,2,3,4,1,0,1504,40,38,0
10124,45,3,9,2,11,0,4,1,0,0,50,38,0
12539,43,3,13,2,9,0,4,1,0,0,40,38,0
29694,28,3,10,4,9,1,2,1,0,0,40,38,0
2126,20,3,10,4,9,3,1,0,0,0,15,38,0
16337,43,3,11,0,9,1,4,1,0,0,48,38,0
20027,61,4,14,6,3,4,4,0,0,0,99,38,0
15756,36,1,9,2,0,5,1,0,0,0,40,2,1
30491,28,3,10,0,2,1,4,1,0,0,46,38,0
15273,52,4,16,2,9,0,4,1,99999,0,65,38,1
21693,33,5,9,2,13,0,4,1,0,0,45,38,0
21934,30,3,9,2,9,0,2,1,0,0,40,38,0
5764,62,3,10,2,9,5,4,0,0,0,1,38,0
23102,44,1,13,4,9,3,4,1,0,0,60,38,0
23540,21,3,10,4,13,3,4,1,0,0,30,38,0
8450,72,3,9,6,8,4,4,0,0,0,12,4,0
433,30,3,12,2,7,5,4,0,0,0,25,38,1
16685,46,1,9,0,9,1,4,0,0,0,40,38,0
353,46,1,7,2,13,0,4,1,0,0,30,38,0
8365,53,3,10,2,9,0,4,1,15024,0,40,38,1
604,35,5,12,4,4,1,4,1,0,0,40,38,0
20503,44,3,13,2,9,0,4,1,0,1902,50,38,1
17382,42,3,9,5,13,2,2,1,0,0,40,38,0
31621,63,6,10,2,0,0,4,1,0,1740,40,38,0
23250,34,3,9,0,6,4,4,0,0,0,40,38,0
4275,44,3,10,2,5,0,4,1,0,0,40,38,0
9322,46,5,13,3,9,1,4,1,0,0,25,38,0
25044,21,3,10,2,6,0,4,1,0,0,20,38,0
4953,36,3,9,0,11,1,4,0,0,0,40,38,0
18039,31,5,9,4,2,3,4,1,0,0,50,38,0
3571,58,3,9,2,2,0,4,1,0,0,52,38,0
8452,30,3,13,1,3,5,4,0,0,0,40,38,1
20265,19,3,9,4,5,2,4,1,0,0,30,38,0
6670,26,3,11,4,9,3,3,0,0,0,60,22,0
18543,54,0,9,6,0,4,4,0,0,0,35,38,0
15971,44,3,9,0,11,1,4,0,0,1504,40,38,0
7546,37,3,9,4,7,3,4,1,0,0,40,38,0
9989,44,3,9,0,6,3,2,0,0,0,40,38,0
29029,34,3,4,2,13,0,4,1,0,0,40,38,0
24766,20,3,10,4,9,3,4,0,0,0,32,38,0
31020,34,3,13,2,3,0,4,1,0,0,50,38,1
1039,34,3,7,2,9,5,4,0,0,0,8,38,0
24658,29,5,15,0,9,1,4,1,99999,0,60,38,1
10290,19,3,9,4,2,3,4,1,0,0,20,38,0
29875,34,6,11,4,0,4,4,0,0,0,40,38,0
25995,28,3,14,2,9,0,4,1,0,0,38,38,1
25638,45,3,11,4,11,1,4,0,0,0,38,38,0
27409,18,3,8,4,9,3,2,1,0,0,25,38,0
5331,35,3,7,0,5,2,4,1,0,0,40,38,0
24556,29,1,14,2,9,5,4,0,0,0,40,38,1
17544,39,3,13,2,3,0,4,1,0,0,45,38,1
31522,39,3,6,0,7,4,2,0,0,0,40,38,0
3958,42,3,10,2,2,0,2,1,0,0,40,38,1
27919,27,3,13,0,5,3,2,1,0,0,40,38,0
8482,36,6,13,4,0,1,4,0,0,0,40,38,0
20063,65,3,9,2,9,0,4,1,0,0,1,38,1
540,44,3,10,2,13,0,4,1,0,0,40,38,0
13684,40,3,9,4,0,1,4,0,6849,0,38,38,0
1749,45,3,7,6,0,4,4,0,0,0,40,38,0
8781,48,3,12,2,13,0,4,1,0,0,45,38,0
32089,32,4,13,2,2,0,4,1,0,0,50,1,0
29806,40,3,11,0,9,1,4,0,0,0,20,38,0
31566,28,3,13,4,3,1,4,1,0,0,50,38,1
18332,25,3,10,4,0,4,3,1,0,0,40,38,0
6664,58,3,7,2,0,0,4,1,0,0,48,38,0
18151,26,3,13,4,7,1,4,0,0,0,25,38,0
29480,38,3,9,2,3,0,4,1,0,0,55,38,1
24631,35,3,9,2,6,0,4,1,0,0,40,38,0
10149,29,3,9,0,11,1,0,0,0,0,50,38,0
24873,54,3,12,0,3,4,4,0,0,0,55,38,1
5923,57,5,10,2,12,0,4,1,0,0,38,38,1
17938,58,3,12,2,6,0,2,1,0,1848,40,38,1
21920,36,3,7,4,6,4,4,0,0,0,40,38,0
19021,21,3,10,4,11,1,4,1,0,0,40,38,0
20650,66,3,13,2,11,0,4,1,0,0,50,38,1
19860,32,3,9,4,11,1,4,0,0,0,45,38,0
26906,51,3,15,2,9,0,4,1,0,0,50,38,1
27726,42,3,13,4,3,1,4,0,0,0,35,38,0
27088,49,3,13,2,11,0,4,1,0,0,45,38,1
11086,31,3,13,2,0,0,4,1,0,0,40,38,1
4948,44,3,13,2,11,0,4,1,0,0,60,38,1
14556,53,3,9,4,4,1,4,1,0,0,10,38,0
30466,61,3,9,2,13,0,4,1,0,0,40,38,0
30415,51,3,11,4,3,1,4,0,0,0,43,38,0
18918,35,3,10,2,7,5,4,0,0,0,40,38,1
28740,32,5,13,2,6,0,4,1,0,0,70,38,1
30210,64,1,14,2,9,0,4,1,0,0,25,38,0
12623,62,3,10,2,9,0,4,1,0,0,40,38,0
25292,51,3,6,5,0,4,2,0,0,0,40,38,0
4031,36,3,9,2,9,0,4,1,0,1977,40,38,1
18533,37,3,5,2,6,0,4,1,0,0,50,38,1
29521,43,3,10,0,2,4,4,1,0,0,42,38,0
21131,31,5,10,2,2,0,4,1,0,0,40,38,0
18797,56,5,9,2,11,0,4,1,0,0,40,38,0
22480,62,3,5,4,9,4,4,0,0,0,40,5,0
15547,41,3,15,2,3,0,4,1,0,0,50,38,1
15249,30,3,9,5,6,1,2,1,0,0,40,38,0
9816,34,3,16,4,9,1,4,1,0,0,50,38,1
21770,25,3,13,4,11,4,1,1,0,0,44,29,0
24864,28,6,13,2,10,0,4,1,0,0,50,38,0
15594,58,5,13,0,7,1,4,0,0,0,20,38,0
123,29,6,13,2,9,0,4,1,0,0,50,38,1
1405,24,3,9,2,7,0,4,1,0,0,45,38,1
30739,33,3,8,4,10,3,2,1,0,0,40,38,0
28549,17,1,7,4,2,3,4,1,0,0,35,38,0
17507,24,3,13,4,9,3,4,1,0,0,20,38,0
14447,49,4,12,2,2,0,4,1,0,0,40,38,1
26136,27,3,10,2,11,0,1,1,0,0,55,34,0
15940,33,0,9,4,0,3,4,0,0,0,30,38,0
27545,44,3,12,0,9,1,4,0,0,0,43,38,0
1768,71,3,9,2,10,0,4,1,6767,0,20,38,0
12344,33,3,13,2,9,0,4,1,0,0,38,38,1
27381,50,6,9,2,10,0,4,1,0,0,40,38,0
2322,22,3,9,4,2,3,4,1,0,0,55,38,0
28797,27,3,10,4,0,2,1,1,0,0,40,18,0
1452,17,3,6,4,9,3,4,1,1055,0,30,38,0
17811,39,3,12,0,3,4,2,0,0,0,35,22,0
24738,39,3,10,4,7,4,2,0,0,0,40,38,0
17176,51,1,9,0,10,1,4,1,0,0,40,38,0
9942,63,3,13,2,11,0,4,1,15024,0,40,19,1
22594,48,3,9,6,6,1,4,0,0,0,48,38,0
29725,57,5,2,6,2,2,4,0,0,1602,45,3,0
2255,26,3,11,5,7,1,2,1,0,0,40,38,0
2806,47,6,14,5,9,1,4,1,0,0,38,38,0
2681,55,3,10,2,9,0,4,1,0,0,40,38,0
6974,25,3,12,4,12,1,4,0,0,0,45,38,0
28585,52,1,10,2,10,0,4,1,3137,0,42,38,0
31173,36,3,9,4,7,1,4,1,0,0,40,38,0
3960,43,3,10,0,9,4,4,1,0,0,45,38,0
3314,47,3,7,4,13,1,2,1,0,0,40,38,0
30903,24,5,10,4,9,1,1,1,0,0,40,38,0
17767,33,3,9,4,7,4,2,0,0,0,40,38,0
10508,33,3,9,2,2,0,4,1,0,0,40,38,0
26420,34,3,10,2,9,0,4,1,7298,0,50,38,1
24692,49,3,10,0,0,4,4,0,0,0,40,38,0
32198,37,5,9,2,11,0,4,1,0,1902,45,38,1
30928,45,6,9,0,3,4,4,0,0,0,38,38,1
6700,24,3,9,2,3,0,4,1,0,0,50,38,0
28224,23,3,9,4,6,3,4,0,0,0,40,38,0
10063,27,3,9,4,7,2,2,0,0,0,30,38,0
12898,25,6,13,4,9,1,4,0,0,0,50,38,0
22465,17,3,7,4,11,3,4,0,0,0,13,38,0
6077,23,3,8,4,7,1,4,0,0,0,30,38,0
21170,23,3,6,4,9,3,2,0,0,0,40,38,0
5856,20,3,6,4,6,1,4,1,0,0,40,38,0
7952,23,3,11,4,0,3,4,0,0,0,36,38,0
30374,28,3,10,2,5,0,4,1,0,0,40,38,0
6062,42,4,13,2,3,0,4,1,0,0,70,38,0
24320,37,3,9,2,7,0,4,1,0,0,40,38,0
13656,43,3,13,4,9,1,4,0,0,0,40,38,1
29632,34,3,10,4,9,1,4,0,0,0,12,38,1
25204,74,3,6,2,0,0,4,1,0,0,20,38,0
14826,48,4,14,2,7,0,4,1,0,0,40,38,0
15725,41,4,9,2,11,0,4,1,0,1887,55,38,1
3237,30,3,10,4,9,3,4,1,0,0,40,25,0
20687,33,3,10,4,2,1,4,1,0,0,80,38,0
30641,24,3,13,2,11,0,4,1,0,0,45,38,0
17497,39,3,9,4,5,3,4,1,0,0,48,38,0
21003,22,3,9,4,2,3,4,1,0,0,50,38,0
19806,45,3,12,0,0,4,2,1,0,0,35,38,0
10982,26,3,9,4,11,1,2,1,0,0,40,38,0
23256,29,3,10,0,3,3,4,0,1831,0,40,38,0
23905,20,3,10,4,9,3,4,0,0,0,35,38,0
15400,32,3,9,4,6,1,4,1,0,0,45,38,0
12146,23,3,10,4,7,3,4,0,0,0,30,38,0
8138,27,3,9,5,7,4,4,0,0,0,50,38,0
31648,41,6,14,2,9,0,4,1,7298,0,60,38,1
6649,34,3,9,0,13,1,4,1,0,0,40,38,0
32356,25,3,9,4,2,3,4,1,0,0,37,38,0
1077,22,3,13,4,11,3,1,1,0,0,50,35,0
11073,47,3,7,0,7,4,4,0,0,0,15,38,0
24824,44,3,13,2,3,0,4,1,0,0,40,38,1
26643,24,5,11,4,7,4,4,0,0,0,38,38,0
5857,20,3,9,4,0,3,4,0,0,0,40,38,0
6061,26,6,13,4,9,3,4,1,0,0,40,38,0
18622,19,3,8,4,6,3,4,1,0,0,40,38,0
24357,55,3,9,5,7,1,4,0,0,0,16,38,0
15180,40,3,14,4,9,1,4,0,0,0,45,38,1
2150,28,3,7,4,6,1,2,1,0,0,40,38,0
25954,31,3,10,2,2,0,4,1,0,0,40,38,0
24696,40,5,9,2,7,0,4,1,0,0,45,38,0
3489,36,3,11,2,9,5,4,0,0,0,40,38,1
13215,40,3,10,2,11,0,4,1,0,0,40,38,1
5887,39,3,13,2,9,5,4,0,0,0,20,38,1
11057,58,1,14,6,9,4,4,1,0,0,35,38,1
28262,17,3,7,4,11,3,4,0,0,0,15,38,0
32522,37,3,12,0,12,1,4,0,0,0,40,38,0
2380,23,3,10,4,9,1,4,0,0,0,35,38,0
14947,32,3,10,0,0,1,4,1,0,0,48,38,0
31059,50,3,3,3,7,4,4,0,0,0,34,25,0
12341,60,3,6,0,7,1,2,0,0,0,40,38,0
8796,31,3,10,4,7,3,4,1,0,1721,16,38,0
19549,43,3,7,4,13,1,4,1,0,0,42,38,0
19327,46,6,9,5,0,4,4,0,0,0,38,38,0
15354,48,0,10,4,0,1,2,1,0,0,40,38,0
30060,39,3,11,2,7,0,4,1,0,0,40,38,0
21221,18,3,9,4,0,3,4,0,0,0,40,38,0
28801,47,3,9,2,2,0,4,1,0,0,40,38,0
6978,29,1,14,2,9,0,4,1,0,0,50,38,0
30251,23,3,4,2,5,2,3,0,0,0,30,7,0
7589,36,3,9,2,6,0,4,1,0,0,44,38,1
19294,31,3,5,4,7,3,4,1,0,0,40,38,0
8069,18,3,7,4,5,3,4,1,0,0,15,38,0
21892,42,3,9,2,7,0,2,1,0,0,40,13,0
27744,38,3,9,0,2,4,4,1,0,0,40,38,0
6593,45,4,14,0,11,4,4,0,25236,0,42,38,1
11508,47,3,9,2,13,0,4,1,0,0,60,38,0
3724,38,3,14,2,3,0,4,1,0,1977,60,38,1
9750,44,1,12,0,10,1,4,0,0,0,56,38,1
30093,47,3,3,3,6,2,4,1,0,0,40,25,0
25081,21,3,9,4,7,3,2,0,0,0,30,38,0
32421,61,3,9,6,2,1,2,0,0,1669,50,38,0
12859,44,0,9,4,2,3,2,0,0,0,40,38,0
14064,24,3,13,4,3,1,4,0,0,0,40,38,0
31098,39,3,13,2,0,0,4,1,0,0,40,38,0
7834,26,3,6,4,0,1,4,0,2907,0,40,38,0
1365,49,4,9,0,3,4,4,0,0,0,40,38,0
20071,45,3,11,2,2,0,4,1,0,0,40,38,0
24598,47,1,10,2,10,0,4,1,0,0,50,38,0
575,29,3,13,2,3,5,4,1,0,0,40,38,1
3204,50,4,13,6,11,4,4,1,0,0,65,38,1
25836,38,3,13,2,11,0,4,1,0,0,40,38,1
24163,36,0,13,2,9,0,1,1,0,0,40,38,0
4442,38,3,13,4,3,1,4,0,0,0,70,38,0
13415,41,3,9,6,11,1,4,0,0,0,40,38,0
23512,60,3,11,2,12,0,4,1,7298,0,40,38,1
11660,29,3,10,2,7,0,4,1,0,0,35,38,0
30874,19,3,9,4,6,3,2,0,0,0,20,38,0
2065,32,3,9,4,8,4,4,0,0,0,40,25,0
27649,44,3,13,4,9,1,4,0,0,0,45,38,0
30360,36,3,9,0,3,1,4,1,0,0,40,38,0
29210,30,3,9,4,3,1,4,0,0,0,40,38,0
5061,62,3,9,2,2,0,4,1,0,0,45,38,1
1859,47,1,12,2,0,5,4,0,0,0,35,38,1
509,39,3,9,0,7,4,4,0,0,0,40,38,0
21255,38,3,9,0,6,4,4,1,0,0,40,38,0
29936,35,5,13,2,2,0,4,1,0,0,45,38,0
20019,35,3,9,2,3,0,4,1,5178,0,40,38,1
1491,26,3,9,0,3,1,4,0,0,0,41,38,0
7639,31,4,10,4,3,1,4,1,0,0,65,38,1
21226,32,3,9,2,7,5,3,0,0,0,40,38,0
16895,80,5,7,2,3,0,4,1,0,0,25,38,0
2814,27,3,13,4,11,3,4,1,0,0,40,38,0
